;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
129;Myrothecine A;CC(=O)C12CC/C=C\C(=O)OC3CC4OC5C6CC4(O)C3(C)C5(CCC6(C)O)COC(=O)/C=C(/CCO1)C2O;myrothecines;1;1;1
130;Pyrenocine H;C/C=C\C(=O)c1c(OC)cc(=O)oc1C;pyrenocines;1;1;0
131;4,4-Asperfuran Dimer;C/C=C/C=C/C1Cc2c(c(O)cc(O)c2-c2c(O)cc(O)c3c2CC(/C=C/C=C/C)O3)O1;furans;1;1;1
132;Terrestric acid;CCC1CC/C(=C2\C(=O)OC(C)C2=O)O1;phtalates;1;1;1
133;Chrysophanol O-3'-acetyl-alpha-D-ribofuranoside;CC(=O)O[C@@H]1[C@@H](CO)O[C@H](Oc2cccc3c2C(=O)c2c(O)cc(C)cc2C3=O)[C@@H]1O;chrysophanols;1;1;1
134;10-hydroxy-11-chloro fusaric acid;O=C(O)c1ccc(CCC(O)CCl)cn1;fusaric acids;0;0;0
135;Terreic-acid-(-);C[C@H]1C(=O)C(=O)[C@@H]2O[C@@H]2C1=O;benzoquinones;1;0;1
136;hydroxyl tyrosol acetate;NC(Cc1ccc(O)cc1O)C(=O)OOC(=O)CO;tyrosols;1;0;0
137;Emodin-1-O-|A-gentiobioside;Cc1cc(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;emodins;1;0;1
138;Resveratrol Impurity B;Oc1ccc(C=Cc2cc(O)c(Cc3ccccc3)c(O)c2)cc1;resveratrols;1;0;1
139;"Mycophenolic acid-CoA; (Acyl-CoA); [M+H]+;";COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n3cnc4c(N)ncnc43)C(O)C1OP(=O)(O)O)C(=O)OC2;mycophenolic acids;1;1;0
140;"Penicillin G-CoA; (Acyl-CoA); [M+H]+;";CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C;penicillins;1;1;0
141;"Penicillin V-CoA; (Acyl-CoA); [M+H]+;";CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)COc3ccccc3)[C@H]2SC1(C)C;penicillins;1;1;0
142;16-keto-Aspergillimide;C[C@H]1CC(=O)N2C[C@]34C[C@]5(CC(=O)N(C)C5=O)C(C)(C)[C@@H]3CC12C(=O)N4C;aspergillimides;1;1;0
143;Enniatin B3;CC(C)[C@@H]1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)NC(=O)[C@@H](C(C)C)OC1=O;enniatins;0;0;0
144;Cycloaspeptide B;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)c2ccccc2NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O;cyclic peptides;1;0;0
145;ethyl 4-oxo-2-phenyl-4,5-dihydropyrazolo[1,5-a]quin oxaline-7-carboxylate;CCOC(=O)c1ccc2c(c1)[nH]c(=O)c1cc(-c3ccccc3)nn12;xalines;1;1;1
146;2-(4-methylphenyl)-4-oxo-4,5-dihydropyrazolo [1,5-a]quin oxaline-7-carbonitrile;Cc1ccc(-c2cc3c(=O)[nH]c4cc(C#N)ccc4n3n2)cc1;xalines;0;1;1
147;Roridin L2;CC1=C[C@H]2O[C@@H]3C[C@@H](OC(=O)/C=C\C=C\C(OCCC4=CC(=O)OC4)C(C)O)[C@@](C)([C@]34CO4)[C@@]2(CO)CC1;roridins;1;0;0
148;Lovastatin Isobutyl Ester;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)OCC(C)C)C21;lovastatins;0;0;1
149;Resveratrol-3-O-D-Glucuronide D4;[2H]c1c([2H])c(/C=C/c2cc(O)cc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2)c([2H])c([2H])c1O;resveratrols;1;0;1
150;Resveratrol-3-O-sulfate D4;[2H]c1c([2H])c(/C=C/c2cc(O)cc(OS(=O)(=O)O)c2)c([2H])c([2H])c1O;resveratrols;1;0;0
151;Resveratrol-4-O-D-Glucuronide D4;[2H]c1c([2H])c(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c([2H])c([2H])c1/C=C/c1cc(O)cc(O)c1;resveratrols;1;0;1
152;Resveratrol 3-O-Glucuronide;O=C(O)[C@H]1OC(Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
153;RUGULOSIN;Cc1cc(O)c2c(c1)C(=O)[C@@]13C(=C2O)C(=O)[C@@H]2[C@H](O)[C@H]1[C@H]1[C@@H](O)[C@H]3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)[C@@]321;rugulosins;1;1;1
154;chaetoglobosin C;C/C1=C/[C@H](C)C/C=C\C2C3O[C@]3(C)[C@@H](C)C3[C@H](Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CCC(=O)C1=O;cytochalasan alkaloids;1;1;1
155;Deepoxy-deoxynivalenol;C=C1[C@@H]2O[C@@H]3C=C(C)C(=O)[C@@H](O)[C@@]3(CO)[C@@]1(C)C[C@H]2O;trichothecenes;1;0;0
156;Cycloechinulin;COc1ccc2c3c([nH]c2c1)C(C)(C)C=CN1C(=O)[C@H](C)NC(=O)/C1=C/3;chinulins;1;1;1
157;Aspergillimide;C[C@H]1CCN2C[C@]34C[C@]5(CC(=O)N(C)C5=O)C(C)(C)[C@@H]3CC12C(=O)N4C;aspergillimides;1;1;0
158;16-deoxyversicolorin A epoxide;O=C1c2cc3c(c(O)c2C(=O)C24OC12C=CC=C4O)[C@@H]1C=CO[C@@H]1O3;versicolorins;1;1;1
159;NX-3;CC1=C[C@H]2OC3[C@H](O)C[C@@](C)(C34CO4)[C@@]2(CO)[C@H](O)C1;trichothecenes;1;0;1
160;NX-2;CC(=O)O[C@@H]1C[C@@]2(C)C3(CO3)C1O[C@@H]1C=C(C)C[C@@H](O)[C@@]12CO;trichothecenes;1;1;0
161;Fusarielin G;C/C=C(\C)[C@H]1[C@@H](/C=C/C=C(\C)[C@@H](O)[C@@H](C)C(=O)O)[C@@H]2CC=C(C)C[C@H]2[C@@H]2O[C@@]21C;fusarielins;1;0;0
162;Fusarielin H;C/C=C(\C)[C@H]1[C@@H](/C=C/C=C(\C)[C@@H](O)[C@@H](C)CO)[C@@H]2CC=C(C)C[C@H]2[C@@H]2O[C@@]21C;fusarielins;1;0;1
163;Phomoxanthone K;O=C(O)c1cc(CO)c2c(=O)c3c(O)cc(O)cc3oc2c1;xanthones;1;1;1
164;Phomoxanthone J;O=c1c2c(O)cc(O)cc2oc2cc(CO)cc(CO)c12;xanthones;1;1;1
165;Phomoxanthone I;C[C@@H]1Cc2oc3cccc(O)c3c(=O)c2[C@@H](CO)[C@H]1O;xanthones;1;0;1
166;Phomoxanthone H;C[C@]12C[C@@H](O)[C@]3(O)C(=O)c4c(O)cccc4O[C@@]3(CO1)[C@@H]2O;xanthones;1;1;1
167;Phomoxanthone G;C[C@]12C[C@H](O)[C@]3(O)C(=O)c4c(O)cccc4O[C@@]3(CO1)[C@@H]2O;xanthones;1;1;1
168;Phomoxanthone F;C[C@H]1CC(=O)O[C@@H]1c1oc2cccc(O)c2c(=O)c1O;xanthones;1;1;1
169;(E)-7-deoxy-7,8-didehydro-12-hydroxysydonic acid;C/C(=C\CCC(C)CO)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
170;(Z)-7-deoxy-7,8-didehydro-12-hydroxysydonic acid;C/C(=C/CCC(C)CO)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
171;7-Deoxy-7,14-didehydro-12-hydroxysydonic acid;C=C(CCCC(C)CO)c1ccc(C(=O)O)cc1O;terpenoids;1;0;0
172;Terretonin N;C=C1[C@@H](O)[C@@H]2[C@](C)(C[C@H](O)[C@@H]3C(C)(C)[C@@H](OC(C)=O)CC[C@]32C)[C@H]2C(=O)O[C@@H](C)C(=O)[C@]12C;territrems;0;1;0
173;Brassicicene X;COC[C@@]1(O)CC[C@@H]2C1=C[C@@]1(C)C(=O)C[C@]3(C(C)C)O[C@]13C[C@H](O)[C@@H]2C;brassicicenes;1;1;1
174;Brassicicene W;COC[C@@]1(OC)CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)C[C@@H]1O)C[C@H](O)[C@@H]2C;brassicicenes;0;1;1
175;Brassicicene V;COC[C@@]1(O)CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)C[C@H]1O)C[C@H](O)[C@@H]2C;brassicicenes;0;1;1
176;Brassicicene T;COC[C@@]1(O)CC[C@@H]2C1=C[C@@]1(C)C(=O)C(=O)C(C(C)C)=C1C[C@H](O)[C@@H]2C;brassicicenes;0;1;1
177;Brassicicene S;COC[C@@]1(O)CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)C(=O)[C@@H]1O)C[C@H](O)[C@@H]2C;brassicicenes;0;1;1
178;Brassicicene R;COC[C@@]1(O)CC[C@@H]2C1=C[C@]1(C)C(=C(C(C)C)C(=O)[C@H]1O)C[C@H](O)[C@@H]2C;brassicicenes;0;1;1
179;Brassicicene U;COC[C@@]1(O)CC[C@@H]2C1=C[C@@]1(C)C(=O)CC(C(C)C)=C1C[C@H](O)[C@@H]2C;brassicicenes;1;1;1
180;Dehydroxymethylbis(dethio)bis(methylthio)gliotoxin;CS[C@@H]1C(=O)N2[C@H]3C(=CC=C[C@@H]3O)C[C@@]2(SC)C(=O)N1C;ETPs;1;1;0
181;Arugosin Q;COC1Oc2ccc(C/C=C(\C)CC/C=C(\C)CCC(OC)C(C)(C)O)c(O)c2C(=O)c2c(O)cc(C)cc21;arugosins;1;0;0
182;Arugosin P;COC1Oc2ccc(C/C=C(\C)CC/C=C(\C)CCC(OC(C)=O)C(C)(C)O)c(O)c2C(=O)c2c(O)cc(C)cc21;arugosins;1;0;0
183;Arugosin O;COC1Oc2ccc(C/C=C(\C)CCC=C(C)C)c(O)c2C(=O)c2c(O)cc(C)cc21;arugosins;1;1;0
184;7-oxo-cytochalasin C;CC(=O)O[C@@H]1/C=C/[C@H](C)C(=O)[C@@H](C)C/C=C/[C@H]2C(=O)C(C)=C(C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]123;cytochalasan alkaloids;1;1;1
185;tryptoquivaline V;CC(C)[C@@H]1N[C@@H]2N(C1=O)c1ccccc1[C@]21C[C@@H](n2cnc3ccccc3c2=O)C(=O)O1;fumitremorgins;1;1;0
186;Chevalone F;Cc1cc(=O)c2c(o1)O[C@@]1(C)CC[C@H]3[C@@](C)(CC[C@H]4C(C)(C)C(=O)CC[C@@]43C)[C@@H]1C2;chevalones;0;1;0
187;Asperfuranone A;C/C=C/C1=CC(=O)[C@@](C)(/C=C/CC[C@@H](C)O)O1;furans;1;0;1
188;Asperfuranone C;CC/C=C/C=C/[C@@]1(C)OC(CCC)=C(C(=O)O)C1=O;furans;1;1;0
189;Asperfuranone B;CC/C=C/C=C/[C@@]1(C)OC(C)=C(C(=O)O)C1=O;furans;1;1;1
190;3-deacetylated andrastin A;COC(=O)[C@@]12C(=O)C(C)=C(O)[C@]1(C)C(C)=C[C@H]1[C@]3(C=O)CC[C@H](O)C(C)(C)[C@H]3CC[C@@]12C;andrastins;1;1;1
191;Asperlactone H;COC(=O)[C@]1(Cc2ccc(OCC=C(C)C)c(CC=C(C)C)c2)OC(=O)C(OC)=C1c1ccc(O)cc1;asperlins&asperlactones;1;1;0
192;Asperlactone G;COC(=O)[C@]1(Cc2cc(CC=C(C)C)c(O)cc2CC=C(C)C)OC(=O)C(OC)=C1c1ccc(O)cc1;asperlins&asperlactones;1;1;0
193;2-Hydroxyl-3-pyrenocine-thiopropanoic acid;COc1cc(=O)oc(C)c1C(=O)C[C@H](C)SCC(O)C(=O)O;pyrenocines;0;1;0
194;Aspernolide P;CCOC(=O)[C@]1(Cc2ccc3c(c2)CC(O)C(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1;aspernolides;1;1;1
195;Aspernolide O;CCOC(=O)[C@]1(Cc2ccc3c(c2)C[C@H](C(C)(C)O)O3)OC(=O)C(O)=C1c1ccc(O)cc1;aspernolides;1;1;1
196;Aspernolide N;COC(=O)[C@]1(Cc2ccc3c(c2)C[C@H](C(C)(C)O)O3)OC(=O)C(O)=C1c1ccccc1;aspernolides;1;0;0
197;14,15-dehydro-ophiobolin G;CC(C)=C/C=C/C(C)=C1\CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(C=O)=C\C[C@@H]12;ophiobolins;1;0;1
198;14,15-dehydro-6-epi-ophiobolin G;CC(C)=C/C=C/C(C)=C1\CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@@H]3/C(C=O)=C\C[C@@H]12;ophiobolins;1;0;1
199;14,15-dehydro-ophiobolin K;CC(C)=C/C=C/C(C)=C1\CC[C@]2(C)C[C@H]3[C@@H](C(=O)C[C@@]3(C)O)/C(C=O)=C\C[C@@H]12;ophiobolins;1;1;1
200;14,15-dehydro-6-epi-ophiobolin K;CC(C)=C/C=C/C(C)=C1\CC[C@]2(C)C[C@H]3[C@H](C(=O)C[C@@]3(C)O)/C(C=O)=C\C[C@@H]12;ophiobolins;1;1;1
201;14,15-dehydro-(Z)-14-ophiobolin G;CC(C)=C/C=C/C(C)=C1/CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@@H]3/C(C=O)=C\C[C@@H]12;ophiobolins;1;0;1
202;(+/-)-8-epihydroxy-brevianamide R;C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1\NC(=O)[C@@]2(OC)[C@H](O)CCN2C1=O;brevianamides;1;1;0
203;1-epi-citrinin H1;CC1=C([C@H](C)[C@@H](C)OC=O)C(=O)C2=C(C1=O)[C@H]1O[C@H](C)[C@@H](C)c3c(C)c(O)cc(c31)O2;chromanes;1;0;1
204;Secalonic acid K;COC(=O)[C@]12Oc3cc(C)c(-c4ccc5c(c4O)C(O)=C4C(=O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(O)=C1C(=O)CC[C@@H]2O;secalonic acids;1;0;1
205;Wortmannine G;CCC[C@]1(O)OCc2c(O)cccc2C1=O;wortmannins;1;1;0
206;Wortmannine F;CCCCCCCCCC1OC(=O)C(C)=C[C@H]1C;wortmannins;0;0;0
207;Altenuic acid IV;COc1cc(O)c(C(=O)O)c(C(=C/C(=O)O)/C(C)=C\C(=O)O)c1;phenols;1;0;0
208;Decarestrictine Q;C[C@@H]1C[C@@H]2O[C@@H]2C(=O)C[C@@H](O)CC(=O)O1;decarestrictines;1;0;1
209;mytoxin B;CC(=O)[C@@]12CC/C=C/C(=O)O[C@@H]3C[C@H]4O[C@@H]5C=C(C)CC[C@]5(COC(=O)C=C(CCO1)C2O)[C@]3(C)[C@]41CO1;trichothecenes;1;1;1
210;cercosporin(2-);COc1c([O-])c2c(=O)cc3c4c5c(cc(=O)c6c([O-])c(OC)c(C[C@@H](C)O)c(c(c1C[C@@H](C)O)c24)c65)OCO3;cercosporins;1;1;1
211;phenyl tyrosol;NC(Cc1ccc(O)c(-c2ccccc2)c1O)C(=O)O;tyrosols;1;0;0
212;nataloe emodin;Cc1cc(O)c2c(c1)C(=O)c1ccc(O)c([O-])c1C2=O;emodins;0;0;1
213;(+)-Geodin;COC(=O)C1=CC(=O)C=C(OC)[C@]12Oc1c(Cl)c(C)c(Cl)c([O-])c1C2=O;griseofulvins;1;1;1
214;7-Xylosyltaxol;CC(=O)OC1C(=O)[C@]2(C)C(OC3OCC(O)C(O)C3O)CC3OC[C@@]3(OC(C)=O)C2C(OC(=O)c2ccccc2)[C@]2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;taxols;1;0;0
215;Lolitrem B;CC(C)=CC1OC2C(OC3CC[C@]4(C)[C@@]5(C)c6[nH]c7ccc8c(c7c6CC5CC[C@@]4(O)[C@]34OC24)CC2C(C8=O)C(C)(C)OC2(C)C)C(C)(C)O1;penitrems;1;1;1
216;eburicol;C=C(CCC(C)C1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(O)C(C)(C)C1CC3)C(C)C;terpenoids;1;1;1
217;AFLATOXIN M2;COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)CCOC1O2;aflatoxins;1;1;1
218;Phomopsin A;C=C(C)C1NC(=O)C(NC)C(O)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)C(C(=O)N2CC=CC2C(=O)NC(C(=O)NC(=CC(=O)O)C(=O)O)=C(C)CC)NC1=O;phomopsins;1;1;0
219;Equisetin;CC=CC1C=CC2CC(C)CCC2[C@@]1(C)C(O)=C1C(=O)C(CO)N(C)C1=O;alkaloids;1;0;1
220;Cytochalasin j;C=C1C(C)C2C(Cc3ccccc3)NC(=O)[C@]23C(O)C=C[C@@](C)(O)CC(C)CC=CC3C1O;cytochalasan alkaloids;1;0;1
221;CYTOCHALASIN H;C=C1C(C)C2C(Cc3ccccc3)NC(=O)[C@]23C(OC(C)=O)C=C[C@](C)(O)CC(C)CC=CC3C1O;cytochalasan alkaloids;0;0;1
222;Satratoxin H;CC1=CC2OC3CC4OC(=O)C=CC=CC5(C(C)O)OCCC(=CC(=O)OCC2(CC1)[C@]4(C)C31CO1)C5O;trichothecenes;1;1;1
223;Satratoxin G;CC1=CC2OC3CC4OC(=O)C=CC=CC5(C(C)O)OCCC6(OC6C(=O)OCC2(CC1)[C@]4(C)C31CO1)C5O;trichothecenes;1;1;1
224;chaetoglobosin C;CC1=CC(C)CC=CC2C3O[C@]3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)C23C(=O)CCC(=O)C1=O;cytochalasan alkaloids;1;1;1
225;Chaetoglobosin A;CC1=CC(C)CC=CC2C3O[C@]3(C)C(C)C3C(Cc4c[nH]c5ccccc45)NC(=O)[C@@]23C(=O)C=CC(=O)C1O;cytochalasan alkaloids;1;1;1
226;Neosolaniol;CC(=O)OC[C@]12CC(O)C(C)=CC1OC1C(O)C(OC(C)=O)[C@@]2(C)[C@]12CO2;trichothecenes;1;0;0
227;Chaetocin;CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78SS[C@@](CO)(C(=O)N7C5Nc5ccccc56)N(C)C8=O)c5ccccc5NC4N2C(=O)[C@]1(CO)SS3;chetomins;1;1;1
228;HT-2 Toxin;CC(=O)OC[C@]12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2;trichothecenes;1;1;1
229;RUGULOSIN;Cc1cc(O)c2c(c1)C(=O)[C@@]13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)[C@]321;rugulosins;1;1;1
230;Diacetoxyscirpenol;CC(=O)OC[C@]12CCC(C)=CC1OC1C(O)C(OC(C)=O)[C@@]2(C)[C@@]12CO2;trichothecenes;1;1;0
231;cytochalasin D;C=C1C(C)C2C(Cc3ccccc3)NC(=O)[C@]23C(OC(C)=O)C=C[C@@](C)(O)C(=O)C(C)CC=CC3C1O;cytochalasan alkaloids;1;0;1
232;Cytochalasin C;CC(=O)OC1C=C[C@@](C)(O)C(=O)C(C)CC=CC2C(O)C(C)=C(C)C3C(Cc4ccccc4)NC(=O)[C@@]123;cytochalasan alkaloids;1;0;1
233;Rubroskyrin;CC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C1C(O)C(C3=O)[C@@]23C(=O)c4c(O)c(C)cc(O)c4C(O)=C2C(=O)CC(O)C13;anthraquinones;1;1;1
234;T-2 mycotoxin;CC(=O)OC[C@]12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)[C@@]2(C)[C@]12CO2;trichothecenes;1;1;0
235;SETOSUSIN;CC(=O)OC1CC(=O)OC(C)(C)C2CC[C@@]3(C)C(CC=C(C)[C@]34C[C@]3(OC(C)=C(C)C3=O)C(=O)O4)[C@]12C;terpenoids;1;1;0
236;Roridin E;CC1=CC(=O)OC[C@]23CCC(C)=CC2OC2CC(OC(=O)C=CC=CC(C(C)O)OCC1)[C@@]3(C)[C@]21CO1;trichothecenes;1;1;1
237;OCHRATOXIN B;C[C@@H]1Cc2ccc(C(=O)N[C@@H](Cc3ccccc3)C(=O)[O-])c(O)c2C(=O)O1;ochratoxins;1;0;1
238;Ochratoxin alpha(1-);C[C@@H]1Cc2c(Cl)cc(C(=O)O)c([O-])c2C(=O)O1;ochratoxins;0;1;1
239;2-c-beta-glucopyranosyl resveratrol;OC[C@H]1O[C@@H](c2c(O)cc(O)cc2C=Cc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
240;4-c-beta-glucopyranosyl resveratrol;OC[C@H]1O[C@@H](c2c(O)cc(C=Cc3ccc(O)cc3)cc2O)[C@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
241;DON-sulfonate 1;CC12CC3(O)[C@@H]4O[C@H]([C@H]1S(=O)(=O)O)[C@](CO)([C@H](O)C2=O)[C@@]3(C)C[C@H]4O;trichothecenes;1;0;1
242;DON-15-penicillin G;CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@@](C)([C@]34CO4)[C@@]2(COC(=O)[C@@H](NC(=O)Cc2ccccc2)[C@@H]2N[C@@H](C(=O)O)C(C)(C)S2)[C@H](O)C1=O;penicillins;1;0;1
243;DON-10-tyrosine;CC1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1N[C@@H](Cc1ccc(O)cc1)C(=O)O;trichothecenes;1;0;0
244;DON-10-leucine;CC(C)C[C@H](N[C@@H]1C(C)C(=O)[C@@H](O)[C@@]2(CO)[C@@H]1O[C@@H]1[C@H](O)C[C@@]2(C)[C@]12CO2)C(=O)O;trichothecenes;1;0;1
245;DON-10-phenylalanine;CC1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1N[C@@H](Cc1ccccc1)C(=O)O;trichothecenes;1;0;0
246;DON-13-S-cysteine;CC1C[C@H]2O[C@@H]3[C@H](O)C[C@@](C)([C@]3(O)CSC[C@H](N)C(=O)O)[C@@]2(CO)[C@H](O)C1=O;trichothecenes;1;0;0
247;DON-10-glutathione;C[C@H]1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O;trichothecenes;1;0;0
248;DON-sulfonate 2;C[C@H]1[C@H](S(=O)(=O)O)[C@H]2O[C@@H]3[C@H](O)C[C@@](C)([C@]34CO4)[C@]23COC1(O)[C@H]3O;trichothecenes;1;0;0
249;DON-10-gamma-glutamylcysteine;CC1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)O;trichothecenes;1;0;0
250;DON-10-isoleucine;CC[C@H](C)[C@H](N[C@@H]1C(C)C(=O)[C@@H](O)[C@@]2(CO)[C@@H]1O[C@@H]1[C@H](O)C[C@@]2(C)[C@]12CO2)C(=O)O;trichothecenes;1;0;1
251;DON-10-S-cysteine;C[C@H]1C(=O)[C@@H](O)[C@@]2(CO)[C@H](O[C@@H]3[C@H](O)C[C@@]2(C)[C@]32CO2)[C@@H]1SC[C@H](N)C(=O)O;trichothecenes;1;0;0
252;DON-sulfonate 3;C[C@@H]1[C@H](S(=O)(=O)O)[C@H]2O[C@@H]3[C@H](O)C[C@@](C)([C@]34CO4)[C@]23COC1(O)[C@H]3O;trichothecenes;1;0;0
253;Nidurufin, (+/-)-;C[C@]12CC[C@H](O)[C@@H](O1)c1c(cc3c(c1O)C(=O)c1c(O)cc(O)cc1C3=O)O2;averufins;1;0;1
254;Secalonic acid J;COC(=O)[C@@]12Oc3cc(C)c(-c4ccc5c(c4O)C(O)=C4C(=O)C[C@H](C)[C@@H](O)[C@]4(C(=O)OC)O5)c(O)c3C(O)=C1C(=O)CC[C@H]2O;secalonic acids;1;0;1
255;Terretonin G;C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@H]3C(=O)[C@@H](O)[C@]2(C)[C@@H](C(=O)OC)[C@]1(C)C(=O)[C@](C)(O)C(=O)OC;territrems;0;1;0
256;aurasperone A dianion;COc1cc(OC)c2c([O-])c3c(=O)cc(C)oc3c(-c3c(OC)cc4cc5oc(C)cc(=O)c5c([O-])c4c3OC)c2c1;aurasperones;1;1;1
257;Orlandin anion;COc1cc(=O)oc2c(-c3c(O)cc(C)c4c(OC)cc(=O)oc34)c([O-])cc(C)c12;coumarins;0;1;1
258;Emodin-1-O-beta-gentiobioside;Cc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O;emodins;1;0;1
259;rubrofusarin B(1-);COc1cc(OC)c2c([O-])c3c(=O)cc(C)oc3cc2c1;rubrofusarins;0;1;1
260;Rubrofusarin(1-);COc1cc(O)c2c([O-])c3c(=O)cc(C)oc3cc2c1;rubrofusarins;1;1;1
261;Aphidicolin A9;C[C@]12CCC(=O)[C@@](C)(CO)[C@@H]1C(=O)C[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;0;0;1
262;Aphidicolin A8;C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1C(=O)C[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;1;0;1
263;Aphidicolin A7;CC1(C)OC[C@]2(CC[C@]34C[C@H]2C[C@@H]3CC[C@H]2[C@](C)(C(=O)O)[C@H](O)CC[C@@]24C)O1;aphidicolins;0;1;1
264;Aphidicolin A71;C[C@]12CC(=O)C=C(CO)[C@@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;1;1;0
265;Aphidicolin A70;CC(=O)OCC1=C[C@H](O)C[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO;aphidicolins;1;1;0
266;Aphidicolin A69;CC(=O)OCC1=C[C@H](O)C[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)COC(C)=O;aphidicolins;1;0;0
267;Aphidicolin A6;CC1(C)OC[C@]2(C)[C@@H](CC[C@@]3(C)[C@H]2CC=C2[C@H](O)[C@@H]4C[C@@]23CC[C@]4(O)CO)O1;aphidicolins;1;1;1
268;Aphidicolin A68;CC(=O)OC[C@@]1(O)CC[C@]23C[C@H]1C[C@@H]2CC(=O)C1=C(C)C(=O)CC[C@@]13C;aphidicolins;1;1;0
