SMILES,Mutagenicity
O=C(CCl)c1ccccc1,positive
O=[N+]([O-])c1cccc2c1-c1cccc3c([N+](=O)[O-])ccc-2c13,negative
O=C/C(=C(/Cl)C(=O)O)C(Cl)Cl,negative
Nc1cccc2c(O)nnc(O)c12,negative
CCC(=O)Nc1snc2ccc(C)cc12,positive
Nc1nc(=O)n(C2OC(CO)C(O)C2O)cc1O,undetermined
Nc1ccc(/C=C\c2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,negative
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,positive
CC(C)Oc1ccccc1OC(=O)N(C)N=O,undetermined
O=[N+]([O-])c1ccc2c3c(c(O)ccc13)-c1ccccc1-2,negative
CC1=CC[C@@H]2C(C)=CC[C@@H](C(C)C)[C@H]2C1,
CN(N=O)c1ccccc1,negative
CN(C)CCNC(=O)c1cccc2oc(-c3ccccc3)nc12,positive
CCCC[C@@H](CC)COC(=O)c1ccc(N(C)C)c([N+](=O)[O-])c1,undetermined
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,positive
NC(CCC(=O)NC(CSC(=O)NCCCl)C(=O)NCC(=O)O)C(=O)O,negative
c1cc2ccc3cc4ccoc4c4ccc(c1)c2c34,undetermined
Nc1ccc(-c2ccc(-c3ccc(N)cc3)cc2)cc1,negative
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,positive
C[Si](C)(C)O[Si](C)(C)C,negative
CCCCCCCCCCCCCCCCCC(N)=O,positive
Cc1cnc2ccc3c(nc(NC4OC(C(=O)O)C(O)C(O)C4O)n3C)c2n1,
CC[Si](Cl)(Cl)CC,
Cc1ccc(S(=O)(=O)OCc2ccccc2)cc1,
Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],negative
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,positive
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,positive
CC(C)CCCC(C)C1CCC2C3CC4N(N5C(=O)c6ccccc6C5=O)C45CC(Cl)CCC5(C)C3CCC12C,positive
COc1cc2c3c(cc4ccccc4c3c1OC)N(C=O)CC2,negative
C1CCCCCC2OC2CCCC1,negative
CN(C)c1ccc(CCO)cc1,undetermined
O=c1c2c(O)cccc2oc2cc3c(c(O)c12)C1CCOC1O3,positive
CCN(CCCl)c1ccc(OCCCCCNc2c3ccccc3nc3ccccc23)cc1,positive
CC(=O)OCc1c2ccccc2cc2ccc3ccccc3c12,positive
O=C(O)c1cc(O)c2cccc(O)c2n1,undetermined
CN1CCCC1=O,negative
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,negative
CC(C)(O)C#N,positive
CC(C)C[C@@H](C)N,positive
NCCc1c[nH]cn1,positive
CN(C)NC(=O)CCC(=O)O,negative
Oc1ccc2c(O)cccc2c1,positive
Cc1cc(-c2ccc(N=Nc3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1N=Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,negative
CCOC(=O)N(CCC=O)N=O,positive
CCOC(C)C(=O)C(O)O,undetermined
C=CC(=O)OCC(C)O,positive
OC1C=Cc2c(cc3c(ccc4ccccc43)c2Br)C1O,
Oc1ccc(Nc2ccc3ccccc3c2)cc1,undetermined
COc1ccc(OC)c(N=Nc2c(O)ccc3ccccc23)c1,positive
C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,negative
O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,negative
C=CC[C@]1([C@H](C)C#CCC)C(=O)NC(=O)N(C)C1=O,positive
CC(=O)ON(OCc1ccc(C)cc1)C(=O)c1ccccc1,positive
Cn1c([N+](=O)[O-])nc2c3cccnc3ccc21,negative
CC(=O)Nc1ccc2c(c1O)Cc1ccccc1-2,positive
CSCCC(NC(=O)COc1ccc(Cl)cc1Cl)C(=O)O,negative
COc1ccc(C(=C(C#N)CCC(=O)O)c2ccc(OC)cc2)cc1,negative
COc1ccc(CC2CO2)cc1OC,positive
O=[N+]([O-])c1ccccc1SS/C(Cl)=C(\Cl)C(Cl)=C(Cl)Cl,positive
CC(=O)c1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,undetermined
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,negative
CC1c2cc(F)ccc2-c2ccc(F)cc21,positive
Nc1ccc2ccc3ccccc3c2c1,positive
CC(=O)ON(OCc1ccc(-c2ccccc2)cc1)C(=O)c1ccccc1,positive
c1ccc(O[Si](Oc2ccccc2)(Oc2ccccc2)Oc2ccccc2)cc1,positive
COc1ccc(-c2oc3ccccc3c(=O)c2[N+](=O)[O-])cc1[N+](=O)[O-],negative
CCCOS(C)(=O)=O,positive
Cc1c(N)cccc1[N+](=O)[O-],
Nc1cnc2ccccc2c1,positive
O=C(O)CCCCC1SCC2NC(=O)NC21,negative
CC(C)(C)OOC(=O)c1ccccc1,positive
CC(=O)C1(c2ccccc2)CCNCC1,negative
NCCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)O,negative
O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,positive
CC1CC2c3cc(Br)cc4c3c(cn4CC3CC3)CC2N(C)C1,negative
Cn1cnc2c3cccnc3ccc21,
Clc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,positive
Nc1cc([N+](=O)[O-])ccc1-c1ccc([N+](=O)[O-])cc1,negative
C=C,positive
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,undetermined
O=C1N(CO)[C@H](O)[C@@H](O)N1CO,positive
O=[N+]([O-])c1cccc(-c2ccc(O)c([N+](=O)[O-])c2)c1,negative
Nc1cccc(N)c1C(=O)O,positive
Oc1ccc2c3ccccc3c3cc4ccccc4cc3c2c1,
Cc1ccc(Br)cc1,positive
CC(O)CN1CC(C)OC1=O,negative
CCNS(=O)(=O)c1ccccc1C,negative
Nc1ccc2ccccc2c1N=Nc1ccccc1,positive
Clc1ccc2ncccc2c1,positive
CC(=O)O[C@@H](c1ccc2c(c1)OCO2)[C@@H]1CO1,positive
C=CC(=O)OCCCC,negative
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,negative
Cc1cc(=O)oc2cc(O)cc(O)c12,
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,negative
Nc1c2ncn(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2nc[n+]1[O-],
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,positive
ONc1ccc(Sc2ccccc2)cc1,
C1COCCOCCOCCO1,positive
BrCc1c2ccccc2cc2ccccc12,positive
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,negative
C=CC(=O)NCCCN(C)C,negative
Nc1cccc2nc3ccccc3c(N)c12,
O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,negative
Nc1ccc([N+](=O)[O-])cc1,positive
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,positive
Clc1cccc(Cl)c1,
CCc1c2ccccc2cc2ccc3ccccc3c12,negative
CC(=O)NCCc1ccc(O)c(-c2c(O)c(O)c3c(c2O)C(=O)c2c(cc(O)c(C(=O)O)c2C(=O)O)C3=O)c1,negative
Nc1ccc(-c2ccc(N)c(O)c2)cc1O,
CS(=O)(=O)OC1CN(C(c2ccccc2)c2ccccc2)C1,positive
NCCS,
CC(=O)N(C)c1ccc(N=Nc2ccc(N(C)C(C)=O)cc2)cc1,undetermined
C[n+]1c2ccccc2nc2ccccc21,negative
CC(C)(N=O)[N+](=O)[O-],
C1CCCNCC1,negative
Cc1cccc(Br)c1,negative
Oc1ccc(Cl)cc1Cc1ccccc1,negative
COc1ccc(N)cc1,positive
CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O,negative
O=[N+]([O-])c1ccc2[nH]c3c([N+](=O)[O-])cccc3c2c1,negative
C[C@@H](O)C(=O)O,positive
O=C(O)c1ccc(/C=N/n2nnc3c4ccccc4nc-3c2O)cc1,positive
CCCCCCCCCCCCCCCCCC1=NCCN1CCO,positive
Nc1cccc(-c2ccccc2)c1,negative
O=C(NO)c1ccccc1,positive
NCCN1CCNCC1,negative
Cc1ccc(N(CCCl)CCCl)cc1,undetermined
OC1C=Cc2c(c3ccccc3c3cc4ccccc4cc23)C1O,negative
COC(=O)c1cc2ccc3cccnc3c2[nH]1,positive
O=[N+]([O-])c1ccc2ccc3cccc4c5c(c1c2c34)CCCC5,negative
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,positive
CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1,positive
C[C@H]1C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,negative
CC(=O)Nc1ccc(Oc2ccc(N=O)cc2)cc1,undetermined
C[N+]([O-])(CCCl)CCCl,positive
Cc1ccc2[nH]nnc2c1,negative
Cc1c(NO)cc(NO)cc1[N+](=O)[O-],positive
CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc(C)cc1,negative
c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1C1NC21,undetermined
COC(=O)C1OC1c1ccccc1,undetermined
CN(C)C1CCCCC1,undetermined
CC(Br)C(=O)Nc1ccccc1,positive
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCSSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,positive
CN1C[C@H](C(=O)N[C@@]2(C)O[C@]3(O)[C@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,negative
O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,positive
CN1C(=O)C(O)CC1c1cccnc1,negative
CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1,negative
O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccccc1-2,positive
CCCCCCCCC,positive
CCN(CC)C(=S)SSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,positive
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)c1,
CNCCN(Cc1ccc(OC)cc1)c1ccccn1,positive
CC/C=C/C=C/C=C/C=C/C=C/OCCC,positive
COC[C@H](O)Cn1ccnc1[N+](=O)[O-],positive
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,
CC/C=C/C=C/C=C/C=C/C=C/OCC(O)CO,undetermined
C=C(C)C(C)Cl,positive
COc1c(C(=O)O)c(O)nc2ccccc12,positive
CC(N)Cc1ccccc1,negative
O=C1CCC(=O)O1,negative
[O-][N+](=Nc1ccccc1)c1ccccc1,positive
CC[C@@]1(O)C[C@H](O[C@H]2C[C@H](N(C)C)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@@H]4O[C@@H](C)C(O)=CC4=N)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)[C@H]1C(=O)OC,
CC(C)(C)CNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,
Cc1cccc2ccccc12,negative
CCOC(=O)C(N)CS,negative
C1=C[C@@H]2c3ccccc3O[C@@H]2O1,positive
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,negative
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,
NC(N)=S,
Nc1ccc(Cl)cc1N,negative
COc1ccc2c(cc3c4c(cc5c(c42)OCO5)CCN3C)c1OC,negative
O=c1c(O)c(-c2ccc(OCCO)c(OCCO)c2)oc2cc(OCCO)cc(O)c12,negative
O=Nc1ccc(-c2ccccc2)cc1,negative
C=CCN(CC=C)CC=C,
O=C(Cl)C(Cl)Cl,positive
COc1cc(OC)c2c(=O)c3cc(OC)ccc3oc2c1,positive
CC(=O)c1ccccn1,
CC(=O)ON(OCc1ccc([N+](=O)[O-])cc1)C(=O)c1ccccc1,positive
Nc1cc(N)c(N=Nc2ccc(S(N)(=O)=O)cc2)cc1N=Nc1ccc(S(N)(=O)=O)cc1,negative
COC(=O)C(C)CN=[N+]=[N-],
c1ccc2c(c1)ccc1c3ccccc3c([C@@H]3CO3)cc21,positive
O=NN1CCCCC1,positive
CSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,positive
O=[N+]([O-])c1cc2c(ccc3cc(N(CCCl)CCCl)ccc32)o1,positive
[N-]=[N+]=NCC1OC(O)C(O)C(O)C1O,
FC(F)OC(Cl)C(F)(F)F,negative
Nc1ccc(S(=O)(=O)O)cc1,negative
O=c1c(Cl)c(Cl)cnn1S(=O)(=O)c1ccc(Cl)cc1,negative
CCCCCCCCCc1ccc(O)cc1,negative
COc1cc2c(cc1OC)CN(N=O)CC2,negative
C/C=C/C(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,positive
CC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,negative
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC43C)C2C1,positive
COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,positive
CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,positive
NC(=O)/C=C/c1ccc([N+](=O)[O-])o1,positive
CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,negative
CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C=C(/C)CC/C=C(/C)CCC=C(C)C,positive
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,negative
CC/C(C)=N\O,positive
Nc1nc2ccccc2s1,negative
CCCCOO,negative
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)ccc1O,positive
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,positive
c1ccc2c(c1)-c1ccccc1C1OC21,positive
C[C@@H]1[C@H](O)CCC2=CC(=O)[C@@]3([C@H]4O[C@H]4CO)O[C@H]3[C@]21C,positive
O=C(OCCBr)C(=O)OCCBr,positive
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)O[C@@H]1OC=C[C@@H]31,negative
C[n+]1ccc(-c2ccccc2)cc1,
Oc1c(Br)cc(Br)cc1Br,positive
COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,positive
Cc1c(/C=N/OCc2cccc([N+](=O)[O-])c2)c2cc([N+](=O)[O-])ccc2n1Cc1ccccc1,positive
Cc1cc2c3ccccc3cc3ccc4cccc1c4c32,negative
C1CN2CCN1CC2,positive
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,positive
Cc1nc2ccc(N)cc2nc1C,negative
ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H](Cl)C=C[C@H]3[C@@]1(Cl)C2(Cl)Cl,positive
O=C(/N=c1\sn(C(=O)c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc12)c1cccc([N+](=O)[O-])c1,positive
Nc1ccc(N=Nc2ccccc2)c(N)c1,negative
C[C@@H](O)CO,negative
CCC(CCCC(=O)O)COC(=O)c1ccccc1C(=O)O,negative
CC(=O)NC(CS/C(Cl)=C/Cl)C(=O)O,negative
C=CC(=O)OCC(C)C,negative
CCc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,positive
Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],
CC(Cl)(Cl)C(=O)O,negative
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,positive
CN(C)CCOC(c1ccccc1)c1ccccc1,
C1=Cc2c(ccc3c2ccc2ccccc23)C1,positive
CC(=O)OCc1c2ccccc2cc2ccccc12,negative
C=CC(=O)OCCOC,undetermined
CN(C)c1ccc(N=Nc2ccccc2CO)cc1,negative
C=CCO,negative
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,negative
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,positive
Cc1c(N)ccc(N=Nc2ccccc2)c1N,positive
BrCCCCCBr,positive
CCN,
OCCCl,
CCCCCCCCCCCCO,positive
O=c1ccc2ccc3c(=O)ccc4ccc1c2c43,
O=C1OCC(Br)=C1Br,positive
Nc1c(Cl)cc(Cl)cc1Cl,negative
c1ccc2c(c1)cc1ccc3cccc4c5ccccc5c2c1c34,positive
CC(C)CNCC(C)C,negative
COc1ccc2c(c1)-c1nccc3cc(OC)c(O)c(c13)C2=O,positive
Nc1nc[nH]n1,negative
CCOC(=O)CNC(=O)C(C)Br,negative
[N-]=[N+]=Nc1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3cc(N=[N+]=[N-])ccc3nc2c1,
O=[N+]([O-])c1cc(CCl)cc([N+](=O)[O-])c1,
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@@H](C)[C@@H](O)[C@@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@H](C)c3ccccc3)cs2)cs1)[C@@H](C)O)[C@@H](O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@H]1O)c1c[nH]cn1,
CCCCOC(=O)c1ccccc1N,undetermined
CCc1c2ccccc2c(C)c2c1ccc1ccccc12,
C1=c2ccccc2=C2Cc3ccccc3C3=C4OC4=C1C32,negative
C=CC(=O)OCCCCC,positive
CC(C)OS(C)(=O)=O,positive
Cc1c2ccccc2cc2ccc3ccccc3c12,negative
O=C1c2ccc3ccccc3c2-c2c1ccc1ccccc21,negative
O=S(=O)(O)CNc1ccc(N=Nc2cccnc2)cc1,positive
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,undetermined
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,positive
COC(O)=C1C(C)=NC(COC(N)=O)=C(C(=O)OC(C)C)[C@H]1c1cccc(Cl)c1Cl,
Cc1c2ccccc2c(CBr)c2ccc3ccccc3c12,negative
C(=C/c1cccc(/C=C/c2ccccc2)c1)\c1ccccc1,positive
O=[N+]([O-])c1ccc2ccc3ccccc3c2c1,positive
Cc1c(N)cnc2c1nc1c(C)cccn12,undetermined
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,positive
CCCCCCCCCCCCOC[C@H]1CO1,undetermined
CC1c2ccccc2N(C)C2=Nc3ccccc3C21,positive
Cc1cc2ccccc2c2ccc3ccccc3c12,positive
O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,negative
CC(C)(C)C1=CC(=O)C=C(C2=CC(=O)C=C(C(C)(C)C)C2=O)C1=O,undetermined
O=C(O)Cc1ccccc1Cl,negative
C=CCCC(C=O)CC,positive
Nc1cnn(-c2ccccc2)c(=O)c1Cl,negative
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,negative
c1ccc2c(c1)-c1ccccc1C1NC21,
c1ccc2c3c4c(cc5ccccc5c4cc2c1)[C@@H]1O[C@H]31,negative
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,positive
CC(Br)C(=O)NCc1ccc(Cl)cc1,positive
NNC(=O)CNc1ccc2ccccc2c1,positive
O=[N+]([O-])c1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,negative
CC1(C(=O)Nc2ccccc2)CO1,positive
Oc1ccnc(O)n1,positive
COC(=O)C1O/C(=N\O)C(Cl)=C1Cl,negative
CC1(C)CC(C(=O)NC(CO)C(O)CO)C(C)(C)[N+]1=O,undetermined
[N-]=[N+]=NCC(O)Cn1cnc2c(N)ncnc21,
O=C(O)COc1ccc(N(CCCl)CCCl)cc1,
O=C(O)c1occc(=O)c1O,negative
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],undetermined
CC(=O)Oc1ccc2c(c1)C1(C)OOC1(C)O2,negative
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,negative
C=CC(=O)c1ccc2c(c1)OCO2,negative
C[C@@]12CCc3occc3C1CC[C@@]13CC(CCC12)C(O)(CO)C3,negative
COc1c2ccoc2nc2c(O)c3c(c(CC=C(C)C)c12)OCO3,positive
O/N=C/c1ccncc1,negative
C=C/C1=C/C(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O,
CCCNCCC,positive
N[C@H](CCC(=O)N[C@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)O)C(=O)O,
CCN(CC)c1ccc2nc3ccc(N(CC)CC)cc3[o+]c2c1,negative
COc1ccc(N(CCCl)CCCl)c2cc([N+](=O)[O-])oc12,negative
CCCCCCCCON(OC(C)=O)C(=O)c1ccccc1,negative
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1CCOC1O2,positive
Nc1ccc(-c2ccc(N)cc2)cc1,positive
Cc1ccc(C)o1,positive
CCCCCN(CCCC)N=O,positive
Cc1c(NO)cnc2c1nc1c(C)cccn12,positive
C[C@H]1Cc2c(Cl)cc(C(=O)N[C@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,positive
c1scc2c1-c1cscc1C1NC21,positive
Clc1ccc(CC[C@H]2CO2)cc1,positive
Cc1ccc(/N=C/c2cccc3cccnc23)c(C(=O)O)c1,negative
CN(C)c1ccccc1,negative
c1cnc2cnncc2c1,
O=C(CO)CO,negative
O=C(O)c1ccc(C(=O)O)cc1,negative
O=[N+]([O-])c1ccc2oc3ccccc3c2c1,positive
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,positive
COc1cccc2c1CC([N+](=O)[O-])c1ccc3c(c1-2)OCO3,positive
O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],positive
CCN(CC)c1ccc([N+]#N)cc1,positive
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],undetermined
CCNc1nc(Cl)nc(NC(C)C)n1,negative
COc1nncc2ccncc12,positive
N[C@@H](Cc1ccc(O)c([N+](=O)[O-])c1)C(=O)O,negative
CN(N=O)c1cccnc1,positive
CC(C)Nc1ccc(Nc2ccccc2)cc1,positive
OC1C=Cc2c(ccc3cc4c(cc23)C(O)C(O)c2ccccc2-4)C1O,negative
CC1(C)CC(C(N)=O)C(C)(C)N1O,positive
O=[N+]([O-])c1ccc2c(ccc3ccc([N+](=O)[O-])cc32)c1,negative
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,positive
O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,positive
c1cc2ccc3cccc4ncc(c1)c2c34,positive
OCc1cc2ccccc2c2ccc3ccccc3c12,
Cc1c(/C=N/OCc2ccccc2)c2cc([N+](=O)[O-])ccc2n1Cc1cccc([N+](=O)[O-])c1,positive
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,positive
CCNCCN,positive
Cc1c2ccccc2c(COS(=O)(=O)O)c2ccccc12,
c1cnc2c3c(ccc2c1)CCC1OC31,positive
CN(C)CCN(Cc1ccccc1)c1ccccc1,positive
CCCCCCCCCCCCCCCCCCO,
COc1ccc(-c2oc3ccccc3c(=O)c2N)cc1N,positive
O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)[C@@H]2C=CO[C@@H]2O1,undetermined
CSCNc1ccccc1C(C)=O,undetermined
O=c1ccc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc2o1,positive
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,negative
CS(=O)(=O)c1ccc(O)c(N)c1,positive
CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,positive
COc1ccc([C@H]2O[C@@H]2C(=O)c2ccccc2)cc1,
O=[N+]([O-])c1ccccc1C(F)(F)F,negative
Fc1ccc(F)c2ncccc12,negative
CCN(CC)CCn1nc2c3ccc(Cl)cc3sc3c(CO)ccc1c32,positive
[O-][n+]1c2ccccc2c2ccc3cccc4ccc1c2c34,negative
C#CCOCCN1C=CN(C)C1/C=N/O,
CC(=O)OCc1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,positive
CC(=O)N/N=C/C1=CN(O)c2ccccc2N1O,negative
O=NN1C[C@@H](Cl)[C@H](Cl)C1,negative
Nc1cccc2c(N)cccc12,negative
NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,
Cc1ccccc1N=O,undetermined
Oc1cccc(/C=N/c2snc3ccccc23)c1,positive
Cc1ccc(-c2nc3ccccc3o2)cc1,negative
CNc1ccc2ncccc2c1N,positive
O=[N+]([O-])c1ccc(NO)cc1,positive
CC(=O)Nc1ccc(N)cc1,positive
Clc1c2ccccc2cc2ccccc12,undetermined
CCCCOC[C@H]1CO1,undetermined
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,negative
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,positive
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,negative
CC[C@@H](C)N,negative
CCC(CC)c1cccc(OC(=O)N(C)N=O)c1,positive
CC(=O)c1cc(Cc2ccc(N)c(C(C)=O)c2)ccc1N,negative
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,positive
CCCCN(CCC)N=O,positive
Cn1ccnc1N=O,negative
C1=CC2OC2c2cccnc21,positive
COc1ccc2c3c(cccc13)C(=O)c1ccccc1-2,negative
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,positive
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,negative
Cc1cc(=O)oc2cc(N)ccc12,
CC(=O)N(O)c1ccc2ccc3cccc4ccc1c2c34,positive
CC1SCC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2C(N)=O)NC1=O,positive
CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,
N=C(N)N=C(N)NCCc1ccccc1,positive
Cc1c2c(cc3ccccc13)-c1ccccc1C1OC21,
OC1C=Cc2c(c3cc4ccccc4cc3c3ccccc23)C1O,negative
CCCC[C@@H](CC)COC(=O)CCCCCCCCC(=O)OC[C@H](CC)CCCC,positive
Cc1ccc(C)c2c1c1ccccc1n2C,negative
c1ccc(-c2ccc([C@@H]3CO3)cc2)cc1,negative
CC1=C(C)C(=O)C(C)=C(C)C1=O,
Cc1ccc(C)cc1,positive
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,positive
ClCc1c2ccccc2cc2c1ccc1ccccc12,positive
COc1cc(C(C)=O)ccc1O,negative
Cc1ccc(C)c(O)c1,negative
